,popularity,vote_count,video,poster_path,id,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
4107,0.68,0,False,/yU2dHxmiCuQ3LoK0azVewtPlrwr.jpg,619236,False,/hPJwUPclBbUwpUfKY8R9fAN1lj5.jpg,en,Light My Fire,"[18, 53]",Light My Fire,0.0,A vengeful father hunts down his daughter's boyfriend on the Fourth of July.,2018-10-26
4108,0.6,0,False,,619187,False,,en,Costs,[99],Costs,0.0,"As a response to the current investment in large hydroelectric dams as a ground to Brazil's 'sustainable' economic growth, ""Costs"" addresses the impacts these endeavour have caused on both the environment and people. Director Marilene Ribeiro surveys three hydro schemes that happen at different times in Brazil (past - the Sobradinho dam, present - the Belo Monte dam, and future - the Garambi-Panambi dam complex). The video engages with situations in which the impacts caused by dams emerge in a more sensitive way; for example, when participants of her project (individuals who have been affected by these ventures) draw, sing, or speak about their feelings and their interpretations of their lived experience.",2018-01-01
4109,0.6,0,False,/9LkgVV0EdQAIA07Y6z2SbyQAqay.jpg,619053,False,,en,Are You Recording?,[99],Are You Recording?,0.0,A fly-on-the-wall display of lives changing and time passing told through an unanswered question.,2018-12-31
4110,0.6,0,False,,618986,False,,en,Paradox Bullets,[],Paradox Bullets,0.0,A short film which debuted in a secret location in London to coincide with the release of the NikeCraft x Tom Sachs Mars Yard Overshoe,2018-10-07
4111,0.6,0,False,/aRXUf3GTExXOcL0Pj9rW1aTSn6B.jpg,618894,False,,en,Being Dolphin 4D,[99],Being Dolphin 4D,0.0,"Discover a world of complex, charismatic, highly intelligent creatures in Being Dolphin 4D. Skim the surface and swim to the depths with a pod of dolphins that share the ocean with all sorts of strange and wonderful animals. Set against breathtaking underwater views, this 4D Experience® explores how dolphins engage with each other to survive, thrive and play in the ocean.",2018-04-25
4112,0.6,0,False,/5hT7lQYHsLQ6IXTCDa52ryAYlU.jpg,618792,False,,en,ONI,[],ONI,0.0,Deep in the Peruvian Amazon a young Shipibo healer is initiated by the spirit of a mysterious plant alchemy known as Ayahuasca.  Through the magic of dreams and visions we embark on a journey into the wet jungle of the collective psyche.  ,2018-05-18
4113,0.675,0,False,/gmmQPxtpLCc0DdAozPU22NsAtWs.jpg,618762,False,,en,The Moon’s Milk,"[16, 14, 878]",The Moon’s Milk,0.0,"At a time when the moon could be reached by ladder, Captain Millipede, his daughter, a deaf milk miner, a beautiful accordionist, and a wannabe pole dancer make their final expedition unaware of what they had, blind to what they'd lose.",2018-07-23
4114,0.6,0,False,/hvO0nEWbyghzWa2HrHWjWBrOQB6.jpg,618544,False,,en,Jameson,[],Jameson,0.0,A man's peaceful life is disrupted when three dangerous travelers lay siege to his secluded cabin in the woods.,2018-08-09
4115,0.821,0,False,/o09o0IAa3tNodHC02jU9VfPp4dH.jpg,618485,False,/qFlE5kgH1nXOOXw6PrwVaChRuVx.jpg,en,Long Night at Blackstone,"[35, 27]",Long Night at Blackstone,0.0,"Faye Bowers is the host of a low-rent paranormal activity show, a master of trickery and pretence, but she is desperate to be taken seriously as a journalist. When she learns that the show is to be axed, she is determined to go out with a bang.",2018-04-02
4116,0.875,0,False,/l4OHSoa1MKfOmHoJ0BrLfsx8YjN.jpg,618468,False,,en,Planes with Brains 2,[],Planes with Brains 2,0.0,"When Gumdrop and Vroomer, the latest members of the Plane Scout crew, are sent on a mission by commander Gumdrop, they take off on the greatest adventure of their lives. As they fly high in the clouds, they meet a genius robot that helps them learn all there is to know about amazing planes!",2018-06-05
4117,0.6,0,False,,618441,False,,en,Of Rocks and Needles,[99],Of Rocks and Needles,0.0,"For the past decade the German doctor Volker Schoeffl and his wife Isabelle have been coming to Laos. The country, squeezed in between Thailand, Vietnam and Cambodia is one of the poorest in the world. Once a year the two doctors perform difficult operations, teach and support the local team and bring new equipment to the hospital. Not only do they work though. Both are astonishing climbers and so they spend their free time setting up new routes all accross the country.",2018-01-01
4118,0.6,0,False,/6U8H5y7t6KxJsIirxno9Ll3FRYR.jpg,618409,False,,en,Skier vs Drone,[99],Skier vs Drone,0.0,"2018 Olympic Bronze Medalist skier racer, Victor Muffat-Jeandet, faces off against 2x World Drone Racing Champion, Jordan Temkin, in a dual GS race to see who is the fastest down the mountain.",2018-11-06
4119,0.6,0,False,/mpNG7usR2vXrMSNP8YNIvoiMSDa.jpg,618371,False,,en,StandBy: l'attesa,[],StandBy: l'attesa,0.0,"Every six months - when anxiety allows him some respite - Filippo goes to the hospital and has his now familiar HIV test. During one of those mornings spent in the waiting room, his eyes furtively meet those of another boy, Simone. While they are waiting for their turn, they keep glancing at each other. It looks like there is a great chemistry between them, and that chemistry slowly turns into a relationship.",2018-01-01
4120,0.6,0,False,/dlExOpnPZGRezjC9fUoQWY0OaRT.jpg,618336,False,,en,S/N (Sem Número),[],S/N (Sem Número),0.0,"For one night, a man tries to return to his home, a place he believed was suddenly replaced by a pharmacy.",2018-06-01
4121,0.6,0,False,,618335,False,,en,Coleção,[],Coleção,0.0,Julius discovers that one of the photos in his collection holds more than a mere record of past moments.,2018-06-01
4122,0.6,0,False,,618332,False,,en,Epígramas,[],Epígramas,0.0,City ruined by time resists through the memory of some epigrams.,2018-10-01
4123,0.6,0,False,,618329,False,,en,Quando a Chuva Vem?,[16],Quando a Chuva Vem?,0.0,"The drought that struck the northeast of Brazil between 1979 and 1985, forever marked the life of the rural population of the state of Pernambuco, the great period without rain led the population to a picture of poverty and abandonment in one of the few families. who resisted grew up a child without seeing or feeling the beauty of the rain.",2018-10-01
4124,0.6,0,False,/dpezHWtHslvUSkjWFPj1GWe6MX8.jpg,618042,False,,en,SILICON,[],SILICON,0.0,A video collage exploring the use of computer generated imagery in the films of the Disney renaissance,2018-07-21
4125,0.84,0,False,/mivGW3dgBRq8OugZj0O6FR4s60R.jpg,617923,False,,en,Mundo: From Altar Boy to Hitman,[80],Mundo: From Altar Boy to Hitman,0.0,"Based on the true story of ex-Mexican Mafia member Ramon ""Machine Gun Mundo"" Mendoza.",2018-01-08
4126,0.831,0,False,/zVX0ct0DQOunsP4KNfCFNKoXYP.jpg,617891,False,,en,Slumber Party Murders,[27],Slumber Party Murders,0.0,A college graduation party takes a dark turn when people begin to die mysteriously,2018-11-10
4127,0.6,0,False,/wbkjg9cp7JZRp7xqgAmRkXiSHH2.jpg,617806,False,/1sJzVl2ZLMGXzcbgJvTU9Ds80mc.jpg,en,Alpha Squadron,"[12, 35, 878]",Alpha Squadron,0.0,A fighter pilot tries to keep his squad together.,2018-06-10
4128,0.6,0,False,,617663,False,,en,Enrique González Pedrero,[],Enrique González Pedrero,0.0,Documentary film about the mexican politician Enrique Gonzalez Pedrero.,2018-06-21
4129,0.822,0,False,/6a3dKOUtJXc5czoBBrd7VtIUYHJ.jpg,617516,False,/tb6eh3MYfMbjzEdkiEYJQyJcNKl.jpg,en,Another Cancer Movie,"[18, 35]",Another Cancer Movie,0.0,"Bobby, a young hospice caretaker, and his elderly cancer patient Geraldine have formed a deeply honest and beautiful connection with each other as she lays on her deathbed moments away from the end. But are Bobby and Geraldine simply just friends or is it actually something more?",2018-04-24
4130,1.006,0,False,/1wdSZqOHT5Hs4fiAVtosQHYmf8k.jpg,617485,False,,en,Silence,[18],Silence,0.0,A young woman is brutally attacked and now has to deal with trying to put her life back together. Based on real situations.,2018-10-06
4131,0.669,0,False,,617449,False,,en,Christmas Castle,[],Christmas Castle,0.0,"L. Frank Baum is attempting to write a new story. Before he has written more than his name, he is interrupted by his youngest son, Kenneth, and their dog, Dorothy. Persuaded to write about Santa Claus by Kenneth, and with the support of hos butler, he spins a yarn about a ""Santanapping"" preventing Santa Claus from performing his annual duties and the ambition of the young ryl, Whisk, to assist in Santa Claus's rides, who, with Kilter the pixie and Nutter the knook, has to do just that, according to Santa Claus's emergency orders.",2018-01-01
4132,0.672,0,False,/bC0npM4tFfQF48RcjXY8Hzr4Sl3.jpg,617420,False,,en,Du Iz Tak?,[16],Du Iz Tak?,0.0,A sprouting plant and a community of insects offer a microcosmic view of the unstoppable cycle of life.,2018-05-10
4133,0.6,0,False,/yPwzTVOz20AXpqpB8nDjTCZxMz9.jpg,617418,False,,en,Cat Planets,[16],Cat Planets,0.0,Outer space sure is a weird place – anything is possible!,2018-04-29
4134,0.6,0,False,/dLZe3UQNoyHLAR28qjga6eAIVXa.jpg,617417,False,,en,Helicopter Leaves,[16],Helicopter Leaves,0.0,A catchy little musical tribute to helicopter leaves flying in the breeze.,2018-04-16
4135,0.6,0,False,/rI1CEhqm4iWpoA6FSbUhREL5sgy.jpg,617406,False,,en,Billie,"[16, 18, 10751]",Billie,0.0,"When Billie the labradoodle's beloved owner passes away in the night, she faces an uncertain road ahead. Sad and lonely, Billie is about to give up hope when her life takes an unexpected turn...",2018-07-25
4136,0.6,0,False,/u7pdhaE18WiXGo5mbu5ur0hdFvt.jpg,617396,False,,en,Big Block Singsong: Duck,[16],Big Block Singsong: Duck,0.0,It’s a quack attack! You better stand back.,2018-08-19
4137,0.6,0,False,,617361,False,,en,Our King is Home,[],Our King is Home,0.0,"This is about hope, decay, vanity, denial and anxiety. It's about grey men and pompous cloaks, dead fish and exit signs, broken clocks and lying scales. ""Our King is Home"" is an experimental short film, which gives you insight into the transcendental world of self-awareness with stunning pictures and forceful sound.",2018-01-14
4138,0.84,0,False,,617359,False,/rEEK2Djzvi5fsCa9QdBfmTtQIbP.jpg,en,Vrindavani Viaragya,[],Dispassionate Love,0.0,"Recalling memories of a friend who committed suicide, three lovers slowly slide into an anguish labyrinth of desire, loss and longing. They entangle in a colliding maze of forsaken loves, failed expectations and imperfect anticipations. A disintegrating web arises in which love exists, but as dispassionate yearning. Here affection is an indifferent desire that burns the soul to death.",2018-05-01
4139,0.6,0,False,/eqgawRuwqAxcJjBr64RTapC3obA.jpg,617221,False,,en,Touch Me Not,[10749],Touch Me Not,0.0,"Lily is a precocious teen who spends her summers on Cape Cod. One summer, she meets a confident older girl named Mesa and the two become fast friends. Their magnetic attraction unearths powerful feelings for each other, only to be ripped away by the natural enemy of time.",2018-08-03
4140,0.6,0,False,/3KveM35pHSLPAdRVoL73844TIg3.jpg,617206,False,/5eQBhgxBqZ4ZOsNcLrN0UobDu7i.jpg,en,The Antebellum Adventures of Jorge Galleguillos: Western Expansion,"[37, 36]",The Antebellum Adventures of Jorge Galleguillos: Western Expansion,0.0,"Jorge Galleguillos, a soldier fresh from the Battle of the Alamo, meets up with his pals Fefan and Stefan in the West to search for Gold and discover the American Dream.",2018-12-18
4141,0.6,0,False,,617195,False,,en,Marc Monster & The Olives IN SITU,[],Marc Monster & The Olives IN SITU,0.0,"A unknow rock&blues band from Mexico makes music in abbey road studios. A rollercoaster of music, tour & joy.",2018-07-26
4142,0.676,0,False,/6s0xIb8MbL7JkIZ6sdvHKCSMTuv.jpg,617160,False,,en,Remember Isobel,[],Remember Isobel,0.0,"All her life, Cathryn Bailey has seen herself as extremely lucky. She has a loving wife (Helen Martin), two beautiful though sometimes challenging young sons, and a mother (Isobel Bailey) who has been not only present but a key participant in every major moment of Cate's life. No matter what, Isobel has always found a way to lift her daughter up and instill a sense of indomitable strength in her family. When Isobel is diagnosed with Alzheimer's though, her ability to fulfill her role as matriarch and caregiver begins to unravel, and Cate suddenly finds herself struggling to care for everyone. Helen, the boys, Cate's brothers...everyone tries to find a way to help Cate with Isobel but, in the end, no one knows how to let this magnificent woman go.",2018-08-05
4143,0.682,0,False,/uPCslzeDi7azvZBNF52M2zLDYTe.jpg,617154,False,,en,Lyrics from a Bleeding Heart,[],Lyrics from a Bleeding Heart,0.0,"Coming of age, LGBT friendly, tragic drama film. Lyrics from a Bleeding Heart focuses on the contrasting lives of Ryan, an introverted, slightly burn-scarred lyricist, and Jimmy, an extroverted, ex-college quarterback. Looking for an avenue back into the spotlight with fading football prospects, Jimmy decides to convince his best friend Eugene (a skilled drummer and somewhat nerdy pre-med student) that they should form a band. With neither being talented lyricists, they recruit Ryan to write lyrics for them in a self-centered and ill-intentioned move. Throughout the film, both Ryan and Jimmy seek fame through music, a quest for the quintessential rock star life, while failing to accept where their true talents and abilities lie. Family turmoil, promiscuity and unrequited love, social alienation and identity struggles are all explored in this drama with a devastating ending.",2018-11-15
4144,1.34,0,False,/hG4hbMwfC2RV0s5cjdjlVVsCQpA.jpg,617130,False,,en,They Live in the Shadows,"[9648, 18, 53]",They Live in the Shadows,0.0,"Walter and Benita have separated due to growing tension within their marriage. After Walter isn't heard from for an extended period of time, Benita discovers a terrifying occurrence.",2018-07-06
4145,1.589,0,False,/5F6eKWJNHfYgHf2PDsb73fmAdK8.jpg,617120,False,,en,Test,[18],Test,0.0,Kurt Longson tries to avenge his daughters death. To succeed he has to battle with his conscience and morality to realize true love.,2018-05-22
4146,0.6,0,False,/kaZv1mvxkSzs1cyLgZjHqV5vrb.jpg,617042,False,,en,The Soul Within,[99],The Soul Within,0.0,"Venture into the lands of Brunei where you can witness the popular cultures that lives on til this day, as a soul within them strives to preserve some popular cultures that not only can be challenging but also rarely encouraged.",2018-01-01
4147,0.6,0,False,/4APdSy7HWfJ6ShCNrfpJgYzQXwA.jpg,617034,False,,en,Tatami,[],Tatami,0.0,A documentary film about the practice of Brazilian jiu-jitsu,2018-12-08
4148,0.6,0,False,/vIu5pcZzTCozBSjELCg0wIQ108b.jpg,617022,False,,en,Say Hello,[80],Say Hello,0.0,An accidental brush with crime puts a student into a situation he's entirely unprepared for.,2018-12-03
4149,0.6,0,False,/pmGsrkwLqL0J0KnMk8DDUeScBJT.jpg,616978,False,,en,Flowing,[],Flowing,0.0,“The life of a flower is short Only bitter things are many” – Fumiko Hayashi  “If they don't see happiness in the picture at least they'll see the black” – Chris Marker Sans Soleil,2018-06-01
4150,0.6,0,False,/hd6FPAJU88aUnpf5latVXWVQc7S.jpg,616963,False,,en,Paper City Burnout,[],Paper City Burnout,0.0,"A family facing the challenges of addiction becomes entangled in the web of a small town criminal organization. Their struggles mount as circumstances conspire against them, pushing toward a dramatic climax from which no one will emerge unbroken.",2018-08-01
4151,0.6,0,False,/mMV7iXz73QKsEfhiT7TIzN3pjiW.jpg,616961,False,,en,My Month with Mrs Potter,[],My Month with Mrs Potter,0.0,"Ryan a small time criminal on the run after a diamond heist gone wrong, is caught breaking into a cottage by its owner Mrs Potter; a bitter, unsociable and self isolated old lady, who has just been given a month to live. Although from very different worlds, the two realise they can help each other and agree to spend the month together; it's a hasty decision that turns into the most extraordinary month of both their lives. A month that changes everything...",2018-11-01
