,popularity,vote_count,video,poster_path,id,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
827,1.594,3,False,/nWHTngEMu5uDhUQmE3iW52Xwmy8.jpg,561267,False,,en,Bill Bailey: Limboland,[35],Bill Bailey: Limboland,8.0,"Limboland is a place where we find the gaps in life.. From a fantastically downbeat version of Happy Birthday - via a hilarious tale of a disastrous family trip to see the Northern Lights - to a heart-rending country and western ballad on the nature of love, Bill explores our expectations of happiness with his trademark wit and musicality.",2018-11-26
828,0.84,1,False,,560958,False,,en,Give Us This Day,[99],Give Us This Day,8.0,"Documentary set in East St. Louis, Illinois, the city with the highest homicide rate in the United States, where the community copes with the terror of pervasive gun violence.",2018-11-08
829,1.71,5,False,/mRgLt9nQvJbab9mzWjhVFbzOHck.jpg,560930,False,,en,Gypsy's Revenge,"[99, 10770]",Gypsy's Revenge,8.0,The story of the mother and daughter relationship of Dee Dee and Gypsy Rose Blanchard.,2018-11-06
830,0.84,1,False,/mlh8fcLp7Z3zm9BLlBtu9NvvmhS.jpg,560509,False,,en,Sam Did It,[35],Sam Did It,8.0,Sam gets the chance to meet his celebrity idol. The only problem is that Sam works in a morgue and his idol is dead.,2018-10-12
831,0.699,1,False,/6tpllsDDOgPRuNCVCSXwR0w8Kot.jpg,560191,False,/v8MPEZYi6FOPv7KDMloeqQ0XhRt.jpg,en,Danny Brown: Live at the Majestic,[99],Danny Brown: Live at the Majestic,8.0,"Danny Brown: Live at the Majestic, chronicles the rise and creative process of one of the most unique, eccentric and acute figures in hip-hop today. The documentary invites viewers into Brown's life and tour days leading into his critically acclaimed 2016 album Atrocity Exhibition, with an intimate look into his life never before revealed. The film was directed by Emmy-Award winning documentary filmmaker Andrew Cohn (Medora, Night School, Warriors of Liberty City) and produced by two time Emmy-Award winning producer Rachel Dengiz (The Punk Singer, Park Bench with Steve Buscemi, Medora).",2018-11-07
832,0.6,1,False,/yu6NX1gMMYAwoz5bDtf8SMrw5H7.jpg,559150,False,,en,Don't Be a Dick About It,[99],Don't Be a Dick About It,8.0,A hilarious and beautiful portrait of two brothers growing up. The film follows the brothers around for one summer capturing the nuances of pissing each other off.,2018-11-15
833,0.706,1,False,/5P97UryM0uDtySz88ktUmvYbyK2.jpg,558869,False,,en,Man of the Hour,[],Man of the Hour,8.0,"This unique and ambitious film starts with an invitation to an enigmatic millionaire’s birthday party which results in mystery, romance comedy and a surprise plot twist. (Leeds International Film Festival 2018)",2018-11-03
834,1.263,3,False,/c7z6mlseFap5yh9549o57xhtMTY.jpg,558468,False,/y7drKsaWq1rDcZH0dvQW8CMzNxw.jpg,en,John Bishop: Winging it Live,[35],John Bishop: Winging it Live,8.0,"Multi award winning, comedy superstar, John Bishop is back with his brand new show. Recorded during his mammoth 150 date sell out tour of UK and Ireland at the iconic London Palladium in 2018. You too can experience him 'Winging It'! John shares his opinions on the royal family and how Kate Middleton 'could' have been Mrs Bishop. You'll find yourself carried along with his brilliantly observed feelings about hitting the big 50, how to deal with the 'empty nest', the menopause, the moment he finally managed to impress his mates with his fairly new found fame and getting a 'name-check', live on stage in Boston, from his idol Bono!",2018-11-19
835,0.84,1,False,/4iefAPi5BccVqnCb5YZ2VSVScd8.jpg,557978,False,,en,Almost Fashionable: A Film About Travis,"[99, 10402]",Almost Fashionable: A Film About Travis,8.0,,2018-10-25
836,1.312,2,False,/Tq7WHaNUfETvEfeUQlVVwf9cVq.jpg,557864,False,,en,One Cambodian Family Please for My Pleasure,[18],One Cambodian Family Please for My Pleasure,8.0,"In 1981, a Czechloslovakian woman sends a letter requesting that a Cambodian family leave their wartorn country and live with her in Fargo, North Dakota.",2018-10-12
837,2.062,1,False,/yDdPlQqMDKquZKjNFtlgNIqcpSJ.jpg,557461,False,,en,Doing Money,"[18, 10770]",Doing Money,8.0,"A young Romanian woman is snatched in broad daylight from a London street, trafficked to Ireland and used as a sex slave in a series of pop-up brothels. Her shocking true story offers a tense and thought-provoking thriller exposing how, in modern Britain, slavery can hide in plain sight.",2018-10-28
838,1.4,1,False,/zsvJB8wAiNQKHtsjsZsWOdHQUo6.jpg,555313,False,,en,The Pharaoh in the Suburb Uncovered,"[99, 36]",The Pharaoh in the Suburb: Uncovered,8.0,"A chance find in a suburb of Cairo has shed new light on an all but forgotten Pharaoh, Psamtik I. Discovered in 2017, an eight-tonne fragment of a statue has led experts to believe that he was, in fact, one of Egypt’s greatest leaders, as this documentary reveals",2018-08-27
839,0.6,1,False,/mBBM1Eu02BK9iFJf4PXdSCPzgLF.jpg,555050,False,,en,Speed Demons,[99],Speed Demons,8.0,"When a popular honors graduate becomes an unlikely campus gunman, citizen sleuths embark across the country to investigate the metamorphosis of a respected prosecutor turned mass shooter.",2018-01-09
840,0.6,1,False,/7hogxjC1mag1QJIvmLKhAuTYDsd.jpg,554676,False,,en,Learning from Scratch,[99],Learning from Scratch,8.0,Night of the Living Dead co-writer John A. Russo discusses the production of the film.,2018-02-13
841,0.653,1,False,/Aj0ZnpseyTLP2t3mkofAgF7gbf0.jpg,554661,False,,en,Night of the Living Dead: Light in the Darkness,[99],Night of the Living Dead: Light in the Darkness,8.0,"A short documentary featuring filmmakers Frank Darabont, Guillermo del Toro, and Robert Rodriguez discussing the influence of George A. Romero's 1968 classic Night of the Living Dead.",2018-02-13
842,3.929,21,False,/8v342kElMy6Lp3pW02FeiOY2LAn.jpg,554175,False,/dUbfgTJQYXPOiWM3KzWnwGS0lw9.jpg,en,Derren Brown: Sacrifice,"[10770, 99]",Derren Brown: Sacrifice,8.0,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.,2018-10-19
843,0.934,1,False,/8AQvXn8lX2otOwsatPpG1krvZtm.jpg,554071,False,,en,Running for Good,[],Running for Good,8.0,"Running for Good follows world record marathon runner Fiona Oakes in her attempt not only to set a new global record in endurance racing, but to compete in the “toughest footrace on earth,” the Marathon Des Sables, a 250km race through the Sahara Desert.  Fiona is the fastest woman in the world to run a marathon on all seven continents & the north pole, in both cumulative and elapsed time. Her achievements are made even more astounding due to the fact that she was told at age 14 that she would never walk properly, let alone ever run. She would undergo more than 17 radical knee surgeries which ultimately led to having her entire right kneecap removed.  With overcoming her own adversity, Fiona’s true drive to achieve incredible feats of speed & human endurance are motivated by a deep desire to raise awareness for the plight of animals. Her achievements help fund a 450+ animal sanctuary that she takes care of every day.",2018-10-11
844,0.84,1,False,/Akr4bWDuNEqoJRmCxGeI9VbXivQ.jpg,553962,False,,en,Reaching Distance,"[18, 9648, 53]",Reaching Distance,8.0,"Logan, a cynic with a photographic memory, follows his sister's killer onto a night-rider bus. As the line between past and present begins to blur on the journey, Logan uncovers he has a complex past with much more than one passenger.",2018-10-01
845,0.84,1,False,/bnE8LBPHw7aEOSUxECYO8I4zRii.jpg,553879,False,,en,The City that Sold America,[99],The City that Sold America,8.0,"At the threshold of the 20th Century, a melting pot of adventurous immigrants, creative mavericks, and freedom-seeking African Americans shaped consumerism as we now know it. The new documentary THE CITY THAT SOLD AMERICA reveals, with intriguing insights and wistful nostalgia, the confluence of Chicago's creative talent, business savvy, grit and determination that changed the country and our relationship with popular culture.",2018-10-11
846,0.658,1,False,/rxjAITGGeS8gCHxdu2riAQ88xqd.jpg,553073,False,,en,Stroop: Journey into the Rhino Horn War,[99],Stroop: Journey into the Rhino Horn War,8.0,"Two first-time filmmakers stop their lives to find out why rhinos are being killed for their horns. Carving out six months for the project, the women quickly find themselves immersed in a world far larger and more dangerous than they had imagined, only emerging from their odyssey four years later.",2018-09-01
847,1.506,1,False,/asbBxgK754m7Vhzv2rYrvUKzznQ.jpg,553056,False,/7LU7CaVm0PJOrMq1j9q5yUeGdAs.jpg,en,The Joy of Winning,[99],The Joy of Winning,8.0,"How to have a happier life and a better world all thanks to maths, in this witty, mind-expanding guide to the science of success with Hannah Fry.  Following in the footsteps of BBC Four's award-winning maths films The Joy of Stats and The Joy of Data, this latest gleefully nerdy adventure sees mathematician Dr Hannah Fry unlock the essential strategies you'll need to get what you want - to win - more of the time. From how to bag a bargain dinner to how best to stop the kids arguing on a long car journey, maths can give you a winning strategy. And the same rules apply to the world's biggest problems - whether it's avoiding nuclear annihilation or tackling climate change.",2018-08-28
848,1.559,1,False,/2Le7az4v7nG2p4wgzBSzLllpeJH.jpg,552741,False,/rWEIRqZnQbP4T13CrzSBIAeenNg.jpg,en,Drowning in Plastic,"[99, 10770]",Drowning in Plastic,8.0,"Liz Bonnin is setting out on a global mission to reveal the full scale of the world’s plastic problem – and explore ways in which this looming environmental disaster might be averted. As she chases plastic around the world, Liz is going to show us that this is a crisis far greater than we’d ever imagined…",2018-10-01
849,1.396,1,False,/euYEHIVwQvsyg8ARCAZiWuMfo3f.jpg,552470,False,,en,Afraid,[27],Afraid,8.0,A couple goes on a weekend getaway to a cabin in the woods. What starts as a romantic weekend turns into a nightmare when they discover they are being watched by the cabin's voyeuristic owner.,2018-10-02
850,3.856,2,False,/mtZ6f8PifZvNgoKudsN7pyTyhfZ.jpg,552012,False,/fa0CEV2NhwHbFpDeL0sPbrEnCna.jpg,en,The Christmas Pact,"[10749, 10770]",The Christmas Pact,8.0,"Can best friends fall in love? That’s the question next door neighbors Sadie and Ben will answer as they keep the spirit of Christmas and the magic of their childhood pact alive! When they were eight years old, they planted a scrawny 3-foot tall Christmas tree behind their church and the Christmas Pact began. But as life gets in the way the pact is threatened to be broken. Ben and Sadie need some Christmas Magic to recommit to each other and promise to keep their special holiday traditions. With each Christmas that passes by, Ben and Sadie’s Christmas tree grows taller and stronger; and so does their love. The pact bearing fruit to the magic of Christmas and the undeniable answer. Yes, friends can fall in love!",2018-12-02
851,0.927,2,False,/vheD4VXxkO16zLIVT2kQS39GuQI.jpg,551976,False,,en,Young & Beautiful,[],Young & Beautiful,8.0,"'Young & Beautiful' is the polyhedric portrait of a generation accused of not wanting to grow-up; a generation which has been cornered to accept a hopeless world and a country in crisis, in which it has been announced that the one way to survive is to abandon dreams.",2018-03-01
852,2.115,7,False,/qbhHJPs2BhrFcT2gwXo77d9UA6R.jpg,551809,False,/8oWno3UefYeKEBn40IZcCqGv3CH.jpg,en,Born Racer,"[28, 18]",Born Racer,8.0,"A powerful and inspirational story of dedication, danger, fear, and the rare ‘will’ some of us have to defy all personal limitations.  Experience the fastest motorsport on earth through the eyes of five-time champion Scott Dixon and the Chip Ganassi Racing team. Filmed with an access all areas lens, ‘Born Racer’ follows the people who are passionate about the world of auto racing and asks why some individuals feel compelled to face danger and risk their lives in order to win.  Both action-packed and highly-intimate, it features an intense blend of up close and personal filming with never-before-seen spectacular, cutting-edge racing footage to explore a sport that defines the very people who inhabit it, and pushes them to the edge in their desire for success.",2018-10-02
853,2.064,1,False,/gyKsSPFafADYZC9icCjHtqze517.jpg,551770,False,,en,Michael Palin in North Korea,"[99, 36]",Michael Palin in North Korea,8.0,"When North Korean leader Kim Jong Un and South Korean President Moon Jae-in met in May, the historic meeting made headlines around the world.  By coincidence, the meeting coincided with another historic visit, with Michael Palin heading to North Korea for an “unprecedented” new series about the secretive nation.  The new series had been in negotiations for two years, but the timing meant the Monty Python and Vanity Fair star was able to spend a week among the nation’s ordinary citizens, gauging their reaction to the news as part of the new documentary.",2018-09-20
854,1.951,3,False,/ccSFRV59TSqowjm4Y6Es5WXJDOa.jpg,551752,False,/abQVHoung6PHUfrN7AtGgMtsYnB.jpg,en,Teddy Pendergrass: If You Don't Know Me,"[99, 10402]",Teddy Pendergrass: If You Don't Know Me,8.0,"The untold and ultimately inspiring story of legendary singer, Teddy Pendergrass, the man poised to be the biggest R&B artist of all time until the tragic accident that changed his life forever at the age of only 31.",2018-10-26
855,1.176,1,False,/tjaPbwTuGVF9s32lm8tFnMkkdMS.jpg,551595,False,/za3kVOlqmYzqcv5BNMx0NcYVljE.jpg,en,Eye of the Beholder: The Art of Dungeons & Dragons,[],Eye of the Beholder: The Art of Dungeons & Dragons,8.0,"A documentary that explores the history & stories behind the art that helped create the world's most popular role playing game. The movie profiles artists - both past & present - & features former company insiders, game designers, authors, & fans.",2018-08-04
856,0.992,2,False,/bfWxo4379BkKq04AOybbOiYC1Xa.jpg,551458,False,/xxPVyskN7xFIbCDxub6kFloZ8xi.jpg,en,I Dream of Dance,[99],I Dream of Dance,8.0,"A legendary dance teacher transforms the lives of the kids she teaches, inspiring them to overcome obstacles, perfect their craft, and compete for a chance to claim the title of Top Teen dance group in North America.",2018-09-30
857,1.384,1,False,/4TPBK2oIiBvdDskU4HjqVh5U5Ty.jpg,551455,False,/8fZejfy7qsgrFKsY0ipPsexjVM4.jpg,en,Queen of the World,[99],Queen of the World,8.0,"Queen of the World offers unique insights into Her Majesty The Queen’s role as a figure on the global stage, and the baton she is passing to the younger members of the Royal Family as they continue to build upon the Commonwealth",2018-10-01
858,0.6,1,False,/5kkp77g0zMXYFdMJSDiWB3khfYr.jpg,551217,False,,en,Zig Zag,[99],Zig Zag,8.0,"Zigzag.  1. a pattern created using alternating course.  2. another word for skiing.  Following nearly two decades of ski movie pedigree, Level 1 documents a lifestyle of contradiction. Timeless ephemera. Love and money. Natural and synthetic. Powder and slush. Stagnant and innovative. Untracked and well-travelled. Consistent but not predictable. Swerving left, right and diagonal, yet never asleep at the wheel.  Featured Athletes:  Parker White, Laurent De Martin, Sämi Ortlieb, Chris Logan, Will Berman, Keegan Kilbride, Will Wesson, Thayne Rich, Peyben Hägglund, KC Deane, LJ Strenio, Khai Krepela, Kim Boberg, Oliver Karlberg, Tanner Rainville, Duncan Adams, Ahmet Dadali, McRae Williams, Wiley Miller, and Friends.  Featured Locations:  Eagle Pass Heli, BC. Sunshine Village, Banff. Mt Baker, Washington. Sweden. Gran Masta Park, Switzerland. Hokkaido, Japan. Moscow, Russia. Helsinki, Finland. Whistler, BC. Colorado. Montana. Michigan. Minnesota.",2018-09-22
859,0.6,1,False,/aLMcALEJsKJwUm2rMvJMVVqPvgK.jpg,551028,False,,en,Whenever You're Ready,[],Whenever You're Ready,8.0,A heartbroken actress goes to an audition.,2018-09-08
860,1.077,1,False,/gclruNfPAvsRtgakJiNiXplmUPz.jpg,550765,False,/xf8oZddFOmLu2rbAsTOEOvsuj8O.jpg,en,Squirrel,[35],Squirrel,8.0,A meager apology tests a woman's fortitude to forgive in this expertly deadpan comedy that wittily articulates the oft selfish objectives that belie performative remorse.,2018-09-23
861,0.697,1,False,/p4judkg6XKET68hywNcdaSYDsg7.jpg,550749,False,,en,Paul Is Dead,"[35, 14]",Paul Is Dead,8.0,"1967 - Hungover and squabbling during a disastrous musical retreat in The Lake District, John, George and Ringo secretly replace their dead bandmate Paul with a sheepish local lookalike.",2018-10-01
862,4.007,10,False,/m3lJEwPM8i2oFjwNaGyc0PFrzUz.jpg,550416,False,/9s6GdoHYOYo2oZ1o0vLNKDzA0T6.jpg,en,Flight of the Conchords: Live in London,"[35, 10402]",Flight of the Conchords: Live in London,8.0,New Zealand’s 4th Most Popular Parody Duo are back for a mutha-uckin’ special concert  live at the London Apollo.,2018-10-06
863,0.932,1,False,/iwN0tz0bKeMcNKzkCWKp71LJBxr.jpg,550038,False,/4q7ujrYDqkAwfczCpmuJriJP13j.jpg,en,Agatha Christie: The Queen of Crime,[99],Agatha Christie: The Queen of Crime,8.0,"Agatha Christie (1890-1976) is the world’s most translated writer. Her heroes Hercule Poirot and Miss Marple are known worldwide. But who is the woman behind the sales records? A biographical search for clues, the unraveling of an iridescent personality whose existence and works were shaped by the tragic history of the 20th century. The eventful life of the Queen of Crime.",2018-09-23
864,0.971,1,False,/zl63exHO3mEsJb2yYIQMFZBFYgO.jpg,549692,False,/eik7QAEcNGYgtWZ81HY9errSDKS.jpg,en,Hot August Night III,[10402],Hot August Night III,8.0,"The 40th Anniversary celebration of the original Hot August Night concert!  31 of Neil's greatest hits performed at Las Angeles’ historic Greek Theatre in 2012.  Featuring: “Sweet Caroline”, “Forever in Blue Jeans”, “I Am…I Said”, “Cracklin' Rosie”, “America” and many more!  Over 2 hours and 20 minutes of music and memories!",2018-08-17
865,1.28,1,False,/2pNE7H5AjOTI6yBa82y2qj4tEo2.jpg,549675,False,,en,God: City,"[14, 35]",God: City,8.0,God presides over a modern metropolis.,2018-09-17
866,0.6,1,False,/sjgipLJOUJwj6gqSPi7iGbVTxWt.jpg,548632,False,,en,It Happened In Rural England,"[18, 9648]",It Happened In Rural England,8.0,17 year old Richie Corrigan recounts the circumstances of his best friends’ murder in Rural England to a criminal psychiatrist. But is he really to be trusted?,2018-10-21
867,1.417,2,False,/5XR0r61cKzTqP5tusW9mjlgPK6Q.jpg,548460,False,/er8gzTbkxcTAZH6QnXlj9LCAFkb.jpg,en,The Wrong Friend,[53],The Wrong Friend,8.0,"The moment Riley meets Chris, she thinks he is handsome, charming and affectionate. He seemed perfect, but after a party at his house, Riley sees that Chris has a darker side. His adoration turns to obsession, her dream into a nightmare and she must figure out what he is after.",2018-09-14
868,0.6,1,False,/vlUdwQ9S6G4REJPRGVWtTaEIZdP.jpg,548098,False,/2aRpHgTVD1ikxjmv4tGQu6QLtvz.jpg,en,Mécanique,"[16, 878]",Mecanic,8.0,"The adventures of a tiny Digger and her friend the Bulldozer. Forced to work on an island ruled by a tyrannical crane, the two friends will do anything to escape.",2018-09-12
869,1.267,1,False,/bwTvflsHPOkfZr039Rlgog3f30R.jpg,547626,False,,en,Voices of the Sea,[99],Voices of the Sea,8.0,A young mother yearns to escape the unending hardships of a remote Cuban fishing village in search of a false and potentially fatal American dream.,2018-03-01
870,1.51,1,False,/k6pzWlsXYpO9hKjoTk128P1BLfP.jpg,547344,False,/4aceN4X64Ageot36wNeyBBicrqG.jpg,en,The Everything,"[14, 10749, 10751, 18]",The Everything,8.0,"Kenzo presents ""The Everything"", a new film written and directed by Humberto Leon. This is the directional début by the accomplished creative director and features KENZO's Fall-Winter 2018 collection & KENZO – La Collection Memento N°3.  It's tough to be a teenager. Romance issues. Budding sexuality. Unfortunate haircuts. And don't forget the perpetual angst and striving to be cool. These issues are all present in ""The Everything"" but it's a particularly arduous period for the sibling characters in the film. They also must deal with burgeoning superpowers – and ones that aren't particularly useful.  (c) kenzo.com",2018-08-30
871,2.18,2,False,/7dLeFKVF8JTkF1XVPEOXxJFCRmc.jpg,546473,False,,en,The Girl in the Crawlspace,"[27, 18]",The Girl in the Crawlspace,8.0,The Crawlspace Killer terrorizes a small Indiana town.,2018-09-14
872,1.676,1,False,/8jSCrg0CBadaPNO4HTMafmX80yb.jpg,545527,False,/uX7S5rdyMiDeoRyiSSt83MZGLAz.jpg,en,Watergate,"[99, 36]",Watergate,8.0,"A comprehensive chronicle of the Watergate case, one of the greatest criminal conspiracies of modern politics; from the break-in of the Democratic Party National Committee headquarters at the Watergate hotel complex in Washington, the center of power in the United States of America, on January 17th, 1972; to the resignation of the Republican President Richard Nixon (1913-1994), on August 8th, 1974; and even far beyond the best-known facts.",2018-10-12
873,0.649,1,False,/vcAVjmPx7cpiGujbmCdGgvY9Zto.jpg,544420,False,,en,Dear Alice,"[16, 18]",Dear Alice,8.0,An unconfident artist tries to inspire a wide-eyed young girl to see the beauty in her sketch before the bus reaches his stop.,2018-04-21
874,1.307,2,False,/fRM52VTRxXVh0L4NyXmlgwuMuc0.jpg,544086,False,,en,Drug Runner,[99],Drug Runner,8.0,The story of a 15 year old cocaine dealer.,2018-08-21
875,0.84,1,False,/3TaIuDMm5eyBchR3Vc3fQl9Tbqa.jpg,543972,False,/mnhWuGo4V9ZhbOsXzCBp6JeZtsJ.jpg,en,BOOM! A Film About the Sonics,"[99, 10402]",BOOM! A Film About the Sonics,8.0,"'Boom' tells the untold story of one of rock 'n' roll's wildest and most influential bands, The Sonics. For the first time ever, all five original members of the band tell the story of how it all went down, beginning to end. 'Boom' takes a deep dive, exploring how a relatively unknown band from the Pacific Northwest became a worldwide phenomenon 50-years after their heyday, and in doing so, shaped music for decades to come (whether it was apparent at the time or not). Featuring interviews with homegrown heroes and breakthrough artists alike, Pearl Jam, The Sex Pistols, Heart, Mudhoney, and many, many more.",2018-09-30
876,1.543,4,False,/x1hqZL8GxAByIVnnnVfxVIMTare.jpg,543749,False,/c26GB3r9rJtamesS5ZJBBLxtxEz.jpg,en,Silencio,"[18, 9648, 53]",Silencio,8.0,"In order to save her son's life, Ana embarks on a quest to find a powerful stone from the Zone of Silence in Mexico. Someone finds out the power the stone possesses and believes it is a power worth killing for.",2018-10-26
877,1.276,2,False,/7kAtHtSRbI1ECorrGVbwRupL0cc.jpg,543658,False,/puMQT0QiDzS49W5bT3WKU65DqW0.jpg,en,Breslin and Hamill: Deadline Artists,[99],Breslin and Hamill: Deadline Artists,8.0,"Directors Jonathan Alter, John Block and Steve McCarthy bring New York columnists Jimmy Breslin and Pete Hamill’s courageous writing to life, celebrating the acclaimed journalists and the city they loved.",2018-11-15
878,1.135,2,False,/fAN7zMfOjsuc0PmDVPAxpg2IRoA.jpg,543477,False,,en,Long Way Back Home,[18],Long Way Back Home,8.0,"A man returns to his hometown of Memphis looking for his brothers, who are in trouble with the law. Inspired by the song ""Long Way Back Home"" by Lucero.",2018-08-20
879,1.499,1,False,/62IilLy3MhfnSzhRJSZzWDfy5ai.jpg,541701,False,/mQb0zdXqX2yXeGZP5dsqdHaLPgU.jpg,en,Play,"[99, 10402]",Play,8.0,"“PLAY” by Dave Grohl celebrates the rewards and challenges of dedicating one’s life to playing and mastering a musical instrument. Part one opens with narrated behind the scenes footage featuring discussion of the love of playing music and the lifelong relationship with an instrument, and detailing the process and challenges of recording and filming this unique performance. “PLAY"" film then segues to the titular 23-minute, one-man-band instrumental recording on which Grohl plays all seven instruments on the track, all live.",2018-08-10
880,1.55,2,False,/2e2D2MyxvSmthSsjJg8KseH8Mau.jpg,540842,False,/iHlvabF00QzkZP6a7VsmwPVsNmR.jpg,en,"Come on In, We're Dead","[18, 99]","Come on In, We're Dead",8.0,"The true story of the deadliest shootout for lawmen in US history, 10 cops and one civilian went to arrest 2 brothers for murder on Jan 2, 1932, just outside Springfield Missouri. The Sheriff had been neighbors with the brothers family and didn't expect any trouble, they were wrong, of the 10 lawmen and one civilian, 9 were shot and 6 killed, it stands as the deadliest shootout for cops to date.",2018-07-31
881,0.6,1,False,/pYSL5nl69ojuNnDbcsfxXola2el.jpg,540568,False,/pRDmui8FFSQaN1E8R4jHUU7EsUk.jpg,en,How to DAD the Movie: Legend of the Gumboot,"[35, 99]",How to DAD the Movie: Legend of the Gumboot,8.0,One Ordinary Dad’s journey to impress his kids by becoming New Zealand’s best athlete. Ever.,2018-04-12
882,0.713,1,False,,539649,False,,en,The Lie,"[18, 53]",The Lie,8.0,"Two parents wrestle with the consequences of their teenage daughter’s lethal mistake, proving just how far any parent would go to protect their child.",2018-09-06
883,1.4,4,False,/h0eGoASfTwBSHOnaiNQamLjzyJr.jpg,539158,False,/iTicraX6DrFfAV1A4XAcl9SpFr5.jpg,en,Kesha: Rainbow - The Film,"[10402, 99]",Kesha: Rainbow - The Film,8.0,"In this moving short film, pop superstar Kesha shares the vision behind her 2017 album, Rainbow. An intimate portrait of her songwriting process and personal struggles—depression, insomnia, and an eating disorder—the piece follows her journey from hospitals and rehab to a triumphant performance of “Praying” at the 2018 GRAMMY® awards. “It’s called Rainbow because after the storm, there’s a rainbow,” she says in the film. “I wrote it as a message to myself that I could make it through.” The film includes music video clips, live performances, and footage of the singer writing and recording with Ben Folds, the Dap-Kings, and Sandra Williams.",2018-08-10
884,1.826,2,False,/s1PVu7BqTASXkqaMtRJ9ntcACaf.jpg,538363,False,/qyCJhFdQqsD2ccgfAvQ6Ypkuonq.jpg,en,Killer Bees,[99],Killer Bees,8.0,"A championship high school basketball team provides pride, tradition and hope for an African American community struggling to survive in the middle of one of the wealthiest communities in America - The Hamptons.",2018-07-27
885,0.84,1,False,/1YyjH2cKh803qt29pookV1O2wzU.jpg,537670,False,,en,Raymonde ou L'Évasion Verticale,"[16, 35]",Raymonde or the Vertical Escape,8.0,"Raymonde is really fed up with peas, aphids, dirty panties and her kitchen garden to dig. After all, she would prefer sex, and love, and the immensity of the sky...",2018-06-12
886,1.457,2,False,/n36W2gfIpWcR90cNQf0ZRt7WFhM.jpg,537171,False,,en,Birdie,[18],Birdie,8.0,A casual gesture of friendliness quickly spirals into a paralysing moment for a woman on a train.,2018-08-12
887,1.245,1,False,/uHQsmfrpSSJIL4SZVM4021Lew30.jpg,536768,False,/gtvagRtIAifcPmX07ugk929VWGB.jpg,en,Beautifully Broken,[18],Beautifully Broken,8.0,"A Refugee's escape, a prisoner's promise and a daughter's painful secret converge in this inspiring real life story of hope. As three fathers fight to save their families, their lives become interwined in an unlikely journey across the globe, where they learn the healing power of forgiveness and reconciliation.",2018-08-24
888,0.6,1,False,/bvNiucoT4N52cYJDK2KRhIeD0Aq.jpg,536230,False,/fyrLTBcIAkSTFHpTGZWIPKrw8S2.jpg,en,Truck Wars,"[36, 99]",Truck Wars,8.0,"Pickup trucks are essential to the American way of life; manufacturers compete to outsmart, outmaneuver and outlast each other; experts, designers and historians weigh in on the most influential innovations in the truck world over the past 120 years.",2018-07-10
889,0.987,1,False,/ufU4laUalQQgiocAQHLoqbdDToh.jpg,535325,False,,en,How to be a Bully,[35],How to be a Bully,8.0,Becca teaches you how to humiliate nerds.,2018-07-10
890,0.917,1,False,/7SRFyxMZFIAfAWtmD4x3L5kvPzj.jpg,534734,False,/zAtK2FhD4fvCL52Kl3eO3LgulYg.jpg,en,Hustler,[],Hustler,8.0,"Due to the highly growing population that is highly unemployed, there is a great increase in poverty resulting into crime cases such as prostitution, robbery, gambling, drug abuse, rape, murder and so many other immoral activities.",2018-02-08
891,0.663,1,False,,534731,False,,en,Das Mädchen im Schnee,[],The Girl in the Snow,8.0,A day in the life of a foley artist.,2018-04-20
892,1.171,1,False,/999VI18iNf0HZCfD4bLl7Slq61K.jpg,534408,False,,en,Sahil Shah's: Childish Behaviour,[35],Sahil Shah's: Childish Behaviour,8.0,"Sahil Shah is 27 but mentally considers himself as a 3 year old. He's one of India's top comedians and his first ever stand up special Childish Behaviour is a look at his immature life, the silliness and pointlessness of things around him and his innate ability of making stupid faces and silly sounds to make anyone laugh.",2018-06-29
893,0.652,1,False,/t8hBbFPuVm8xbDdCmr2ynMQ76k3.jpg,533748,False,,en,Craig's Pathetic Freakout,[],Craig's Pathetic Freakout,8.0,Craig shouldn't smoke weed.,2018-06-12
894,2.721,3,False,/kzhko7n2CmNcKGr85jNoY1RxYXN.jpg,533137,False,/9J5HAg1jTl8bBk5XtBJJkYwxCCy.jpg,en,Armenian Haunting,[27],Armenian Haunting,8.0,An Armenian-American journalist turns into an unwilling ghost hunter while researching the sudden deaths in her family and their connection to a paranormal mystery.,2018-04-24
895,2.083,1,False,/r8uvRquQGcWK662qihTe5hFWyxs.jpg,532912,False,,en,Psychonautics: A Comic's Exploration of Psychedelics,[],Psychonautics: A Comic's Exploration of Psychedelics,8.0,"Comedian Shane Mauss goes on a series of adventures to deepen his understanding of psychedelics. He describes the indescribable and takes us through some of his most intense experiences, while getting the added perspectives of some of the top scientists and experts in this realm. With moments of both confusion and clarity, this is as an honest account of the experiences of a genuine Psychonaut.",2018-06-15
896,1.152,1,False,/mXDP1BTCoUM8Buo3wDUKkYMTirh.jpg,532860,False,,en,Minds Like Ours,"[18, 80]",Minds Like Ours,8.0,"“Minds Like Ours” is a Bonnie and Clyde spin off set in the 1980’s. The short film follows Brandi (Julia Breen), Caden (Richie Cordero), and their original love story as they run from the law and steal to survive. A problem is presented when Brandi becomes pregnant and is forced to choose between her lifestyle or her baby. All the while, the remaining members of the gang, Andrea (Clare King), Jesse (Asha Locke), and Aaron (Chaz Bethel-Brescia) are planning a big robbery that trumps all of their other crimes.",2018-06-11
